Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Average	Average diff %	Median	Median diff %	Memory usage
bench.php	5	15	0	PHP 8.1	2a69208b43bac3353e1d91ded6be10c2a1a8dc02	https://github.com/pingzhaozz/php-src/commit/2a69208b43bac3353e1d91ded6be10c2a1a8dc02	0.27566	0.27909	0.00093	0.27749	0.00	0.27743	0.00	27.78
